270101	N-	----NSF-	Ἀποκάλυψις	ἀποκάλυψις		a)poka/luyij
270201	RA	----GSF-	τῆς	ὁ		o(
270201	P-	--------	ἐν	ἐν		e)n
270201	N-	----DSF-	Ἐφέσῳ	Ἔφεσος		E)/fesoj
270201	N-	----GSF-	ἐκκλησίας	ἐκκλησία		e)kklhsi/a
270201	V-	2AAD-S--	γράψον	γράφω	·	gra/fw
270201	RD	----APN-	Τάδε	ὅδε		o(/de
270201	V-	3PAI-S--	λέγει	λέγω		le/gw
270201	RA	----NSM-	ὁ	ὁ		o(
270201	V-	-PAPNSM-	κρατῶν	κρατέω		krate/w
270201	RA	----APM-	τοὺς	ὁ		o(
270201	A-	----APM-	ἑπτὰ	ἑπτά		e(pta/
270201	N-	----APM-	ἀστέρας	ἀστήρ		a)sth/r
270201	P-	--------	ἐν	ἐν		e)n
270201	RA	----DSF-	τῇ	ὁ		o(
270201	A-	----DSF-	δεξιᾷ	δεξιός		decio/j
270201	RP	----GSM-	αὐτοῦ	αὐτός	,	au)to/j
270201	RA	----NSM-	ὁ	ὁ		o(
270201	V-	-PAPNSM-	περιπατῶν	περιπατέω		peripate/w
270201	P-	--------	ἐν	ἐν		e)n
270201	A-	----DSN-	μέσῳ	μέσος		me/soj
270201	RA	----GPF-	τῶν	ὁ		o(
270201	A-	----GPF-	ἑπτὰ	ἑπτά		e(pta/
270201	N-	----GPF-	λυχνιῶν	λυχνία		luxni/a
270201	RA	----GPF-	τῶν	ὁ		o(
270201	A-	----GPF-	χρυσῶν	χρυσοῦς	·	xrusou=j
270202	V-	1XAI-S--	Οἶδα	οἶδα		oi)=da
270202	RA	----APN-	τὰ	ὁ		o(
270202	N-	----APN-	ἔργα	ἔργον		e)/rgon
270202	RP	----GS--	σου	σύ	,	su/
270202	C-	--------	καὶ	καί		kai/
270202	RA	----ASM-	τὸν	ὁ		o(
270202	N-	----ASM-	κόπον	κόπος		ko/poj
270202	C-	--------	καὶ	καί		kai/
270202	RA	----ASF-	τὴν	ὁ		o(
270202	N-	----ASF-	ὑπομονήν	ὑπομονή		u(pomonh/
270202	RP	----GS--	σου	σύ	,	su/
270202	C-	--------	καὶ	καί		kai/
270202	C-	--------	ὅτι	ὅτι		o(/ti
270202	D-	--------	οὐ	οὐ		ou)
270202	V-	2PMI-S--	δύνῃ	δύναμαι		du/namai
270202	V-	-AAN----	βαστάσαι	βαστάζω		basta/zw
270202	A-	----APM-	κακούς	κακός	,	kako/j
270202	C-	--------	καὶ	καί		kai/
270202	V-	2AAI-S--	ἐπείρασας	πειράζω		peira/zw
270202	RA	----APM-	τοὺς	ὁ		o(
270202	V-	-PAPAPM-	λέγοντας	λέγω		le/gw
270202	RP	----APM-	ἑαυτοὺς	ἑαυτοῦ		e(autou=
270202	N-	----APM-	ἀποστόλους	ἀπόστολος	,	a)po/stoloj
270202	C-	--------	καὶ	καί		kai/
270202	D-	--------	οὐκ	οὐ		ou)
270202	V-	3PAI-P--	εἰσίν	εἰμί	,	ei)mi/
270202	C-	--------	καὶ	καί		kai/
270202	V-	2AAI-S--	εὗρες	εὑρίσκω		eu(ri/skw
270202	RP	----APM-	αὐτοὺς	ἑαυτοῦ		e(autou=
270202	A-	----APM-	ψευδεῖς	ψευδής	·	yeudh/j
270203	C-	--------	καὶ	καί		kai/
270203	N-	----ASF-	ὑπομονὴν	ὑπομονή		u(pomonh/
270203	V-	2PAI-S--	ἔχεις	ἔχω	,	e)/xw
270203	C-	--------	καὶ	καί		kai/
270203	V-	2AAI-S--	ἐβάστασας	βαστάζω		basta/zw
270203	P-	--------	διὰ	διά		dia/
270203	RA	----ASN-	τὸ	ὁ		o(
270203	N-	----ASN-	ὄνομά	ὄνομα		o)/noma
270203	RP	----GS--	μου	ἐγώ	,	e)gw/
270203	C-	--------	καὶ	καί		kai/
270203	D-	--------	οὐ	οὐ		ou)
270203	V-	2XAI-S--	κεκοπίακες	κοπιάω	.	kopia/w
270204	C-	--------	ἀλλὰ	ἀλλά		a)lla/
270204	V-	1PAI-S--	ἔχω	ἔχω		e)/xw
270204	P-	--------	κατὰ	κατά		kata/
270204	RP	----GS--	σοῦ	σύ		su/
270204	C-	--------	ὅτι	ὅτι		o(/ti
270204	RA	----ASF-	τὴν	ὁ		o(
270204	N-	----ASF-	ἀγάπην	ἀγάπη		a)ga/ph
270204	RP	----GS--	σου	σύ		su/
270204	RA	----ASF-	τὴν	ὁ		o(
270204	A-	----ASF-	πρώτην	πρῶτος		prw=toj
270204	V-	2AAI-S--	ἀφῆκες	ἀφίημι	.	a)fi/hmi
270205	V-	2PAD-S--	μνημόνευε	μνημονεύω		mnhmoneu/w
270205	C-	--------	οὖν	οὖν		ou)=n
270205	D-	--------	πόθεν	πόθεν		po/qen
270205	V-	2XAI-S--	πέπτωκας	πίπτω	,	pi/ptw
270205	C-	--------	καὶ	καί		kai/
270205	V-	2AAD-S--	μετανόησον	μετανοέω		metanoe/w
270205	C-	--------	καὶ	καί		kai/
270205	RA	----APN-	τὰ	ὁ		o(
270205	A-	----APN-	πρῶτα	πρῶτος		prw=toj
270205	N-	----APN-	ἔργα	ἔργον		e)/rgon
270205	V-	2AAD-S--	ποίησον	ποιέω	·	poie/w
270205	C-	--------	εἰ	εἰ		ei)
270205	C-	--------	δὲ	δέ		de/
270205	D-	--------	μή	μή	,	mh/
270205	V-	1PMI-S--	ἔρχομαί	ἔρχομαι		e)/rxomai
270205	RP	----DS--	σοι	σύ	,	su/
270205	C-	--------	καὶ	καί		kai/
270205	V-	1FAI-S--	κινήσω	κινέω		kine/w
270205	RA	----ASF-	τὴν	ὁ		o(
270205	N-	----ASF-	λυχνίαν	λυχνία		luxni/a
270205	RP	----GS--	σου	σύ		su/
270205	P-	--------	ἐκ	ἐκ		e)k
270205	RA	----GSM-	τοῦ	ὁ		o(
270205	N-	----GSM-	τόπου	τόπος		to/poj
270205	RP	----GSF-	αὐτῆς	αὐτός	,	au)to/j
270205	C-	--------	ἐὰν	ἐάν		e)a/n
270205	D-	--------	μὴ	μή		mh/
270205	V-	2AAS-S--	μετανοήσῃς	μετανοέω	.	metanoe/w
270206	C-	--------	ἀλλὰ	ἀλλά		a)lla/
270206	RD	----ASN-	τοῦτο	οὗτος		ou(=toj
270206	V-	2PAI-S--	ἔχεις	ἔχω		e)/xw
270206	D-	--------	ὅτι	ὅτι		o(/ti
270206	V-	2PAI-S--	μισεῖς	μισέω		mise/w
270206	RA	----APN-	τὰ	ὁ		o(
270206	N-	----APN-	ἔργα	ἔργον		e)/rgon
270206	RA	----GPM-	τῶν	ὁ		o(
270206	N-	----GPM-	Νικολαϊτῶν	Νικολαΐτης	,	Nikolai/:thj
270206	RR	----APN-	ἃ	ὅς		o(/j
270206	RP	----NS--	κἀγὼ	κἀγώ		ka)gw/
270206	V-	1PAI-S--	μισῶ	μισέω	.	mise/w
270207	RA	----NSM-	ὁ	ὁ		o(
270207	V-	-PAPNSM-	ἔχων	ἔχω		e)/xw
270207	N-	----ASN-	οὖς	οὖς		ou)=j
270207	V-	3AAD-S--	ἀκουσάτω	ἀκούω		a)kou/w
270207	RI	----ASN-	τί	τίς		ti/j
270207	RA	----NSN-	τὸ	ὁ		o(
270207	N-	----NSN-	πνεῦμα	πνεῦμα		pneu=ma
270207	V-	3PAI-S--	λέγει	λέγω		le/gw
270207	RA	----DPF-	ταῖς	ὁ		o(
270207	N-	----DPF-	ἐκκλησίαις	ἐκκλησία	.	e)kklhsi/a
270207	RA	----DSM-	τῷ	ὁ		o(
270207	V-	-PAPDSM-	νικῶντι	νικάω		nika/w
270207	V-	1FAI-S--	δώσω	δίδωμι		di/dwmi
270207	RP	----DSM-	αὐτῷ	αὐτός		au)to/j
270207	V-	-AAN----	φαγεῖν	ἐσθίω		e)sqi/w
270207	P-	--------	ἐκ	ἐκ		e)k
270207	RA	----GSN-	τοῦ	ὁ		o(
270207	N-	----GSN-	ξύλου	ξύλον		cu/lon
270207	RA	----GSF-	τῆς	ὁ		o(
270207	N-	----GSF-	ζωῆς	ζωή	,	zwh/
270207	RR	----NSN-	ὅ	ὅς		o(/j
270207	V-	3PAI-S--	ἐστιν	εἰμί		ei)mi/
270207	P-	--------	ἐν	ἐν		e)n
270207	RA	----DSM-	τῷ	ὁ		o(
270207	N-	----DSM-	παραδείσῳ	παράδεισος		para/deisoj
270207	RA	----GSM-	τοῦ	ὁ		o(
270207	N-	----GSM-	θεοῦ	θεός	.	qeo/j
270208	C-	--------	Καὶ	καί		kai/
270208	RA	----DSM-	τῷ	ὁ		o(
270208	N-	----DSM-	ἀγγέλῳ	ἄγγελος		a)/ggeloj
270208	RA	----GSF-	τῆς	ὁ		o(
270208	P-	--------	ἐν	ἐν		e)n
270208	N-	----DSF-	Σμύρνῃ	Σμύρνα		Smu/rna
270208	N-	----GSF-	ἐκκλησίας	ἐκκλησία		e)kklhsi/a
270208	V-	2AAD-S--	γράψον	γράφω	·	gra/fw
270208	RD	----APN-	Τάδε	ὅδε		o(/de
270208	V-	3PAI-S--	λέγει	λέγω		le/gw
270208	RA	----NSM-	ὁ	ὁ		o(
270208	A-	----NSM-	πρῶτος	πρῶτος		prw=toj
270208	C-	--------	καὶ	καί		kai/
270208	RA	----NSM-	ὁ	ὁ		o(
270208	A-	----NSM-	ἔσχατος	ἔσχατος	,	e)/sxatoj
270208	RR	----NSM-	ὃς	ὅς		o(/j
270208	V-	3AMI-S--	ἐγένετο	γίνομαι		gi/nomai
270208	A-	----NSM-	νεκρὸς	νεκρός		nekro/j
270208	C-	--------	καὶ	καί		kai/
270208	V-	3AAI-S--	ἔζησεν	ζάω	·	za/w
270209	V-	1XAI-S--	Οἶδά	οἶδα		oi)=da
270209	RP	----GS--	σου	σύ		su/
270209	RA	----ASF-	τὴν	ὁ		o(
270209	N-	----ASF-	θλῖψιν	θλῖψις		qli=yij
270209	C-	--------	καὶ	καί		kai/
270209	RA	----ASF-	τὴν	ὁ		o(
270209	N-	----ASF-	πτωχείαν	πτωχεία	,	ptwxei/a
270209	C-	--------	ἀλλὰ	ἀλλά		a)lla/
270209	A-	----NSM-	πλούσιος	πλούσιος		plou/sioj
270209	V-	2PAI-S--	εἶ	εἰμί	,	ei)mi/
270209	C-	--------	καὶ	καί		kai/
270209	RA	----ASF-	τὴν	ὁ		o(
270209	N-	----ASF-	βλασφημίαν	βλασφημία		blasfhmi/a
270209	P-	--------	ἐκ	ἐκ		e)k
270209	RA	----GPM-	τῶν	ὁ		o(
270209	V-	-PAPGPM-	λεγόντων	λέγω		le/gw
270209	A-	----APM-	Ἰουδαίους	Ἰουδαῖος		I)oudai=oj
270209	V-	-PAN----	εἶναι	εἰμί		ei)mi/
270209	RP	----APM-	ἑαυτούς	ἑαυτοῦ	,	e(autou=
270209	C-	--------	καὶ	καί		kai/
270209	D-	--------	οὐκ	οὐ		ou)
270209	V-	3PAI-P--	εἰσίν	εἰμί	,	ei)mi/
270209	C-	--------	ἀλλὰ	ἀλλά		a)lla/
270209	N-	----NSF-	συναγωγὴ	συναγωγή		sunagwgh/
270209	RA	----GSM-	τοῦ	ὁ		o(
270209	N-	----GSM-	Σατανᾶ	Σατανᾶς	.	Satana=j
270210	A-	----ASN-	μηδὲν	μηδείς		mhdei/j
270210	V-	2PMD-S--	φοβοῦ	φοβέομαι		fobe/omai
270210	RR	----APN-	ἃ	ὅς		o(/j
270210	V-	2PAI-S--	μέλλεις	μέλλω		me/llw
270210	V-	-PAN----	πάσχειν	πάσχω	.	pa/sxw
270210	X-	--------	ἰδοὺ	ἰδού		i)dou/
270210	V-	3PAI-S--	μέλλει	μέλλω		me/llw
270210	V-	-PAN----	βάλλειν	βάλλω		ba/llw
270210	RA	----NSM-	ὁ	ὁ		o(
270210	A-	----NSM-	διάβολος	διάβολος		dia/boloj
270210	P-	--------	ἐξ	ἐκ		e)k
270210	RP	----GP--	ὑμῶν	σύ		su/
270210	P-	--------	εἰς	εἰς		ei)j
270210	N-	----ASF-	φυλακὴν	φυλακή		fulakh/
270210	C-	--------	ἵνα	ἵνα		i(/na
270210	V-	2APS-P--	πειρασθῆτε	πειράζω	,	peira/zw
270210	C-	--------	καὶ	καί		kai/
270210	V-	2FAI-P--	ἕξετε	ἔχω		e)/xw
270210	N-	----ASF-	θλῖψιν	θλῖψις		qli=yij
270210	N-	----GPF-	ἡμερῶν	ἡμέρα		h(me/ra
270210	A-	----GPF-	δέκα	δέκα	.	de/ka
270210	V-	2PMD-S--	γίνου	γίνομαι		gi/nomai
270210	A-	----NSM-	πιστὸς	πιστός		pisto/j
270210	P-	--------	ἄχρι	ἄχρι		a)/xri
270210	N-	----GSM-	θανάτου	θάνατος	,	qa/natoj
270210	C-	--------	καὶ	καί		kai/
270210	V-	1FAI-S--	δώσω	δίδωμι		di/dwmi
270210	RP	----DS--	σοι	σύ		su/
270210	RA	----ASM-	τὸν	ὁ		o(
270210	N-	----ASM-	στέφανον	στέφανος		ste/fanoj
270210	RA	----GSF-	τῆς	ὁ		o(
270210	N-	----GSF-	ζωῆς	ζωή	.	zwh/
270211	RA	----NSM-	ὁ	ὁ		o(
270211	V-	-PAPNSM-	ἔχων	ἔχω		e)/xw
270211	N-	----ASN-	οὖς	οὖς		ou)=j
270211	V-	3AAD-S--	ἀκουσάτω	ἀκούω		a)kou/w
270211	RI	----ASN-	τί	τίς		ti/j
270211	RA	----NSN-	τὸ	ὁ		o(
270211	N-	----NSN-	πνεῦμα	πνεῦμα		pneu=ma
270211	V-	3PAI-S--	λέγει	λέγω		le/gw
270211	RA	----DPF-	ταῖς	ὁ		o(
270211	N-	----DPF-	ἐκκλησίαις	ἐκκλησία	.	e)kklhsi/a
270211	RA	----NSM-	ὁ	ὁ		o(
270211	V-	-PAPNSM-	νικῶν	νικάω		nika/w
270211	D-	--------	οὐ	οὐ		ou)
270211	D-	--------	μὴ	μή		mh/
270211	V-	3APS-S--	ἀδικηθῇ	ἀδικέω		a)dike/w
270211	P-	--------	ἐκ	ἐκ		e)k
270211	RA	----GSM-	τοῦ	ὁ		o(
270211	N-	----GSM-	θανάτου	θάνατος		qa/natoj
270211	RA	----GSM-	τοῦ	ὁ		o(
270211	A-	----GSM-	δευτέρου	δεύτερος	.	deu/teroj
270212	C-	--------	Καὶ	καί		kai/
270212	RA	----DSM-	τῷ	ὁ		o(
270212	N-	----DSM-	ἀγγέλῳ	ἄγγελος		a)/ggeloj
270212	RA	----GSF-	τῆς	ὁ		o(
270212	P-	--------	ἐν	ἐν		e)n
270212	N-	----DSF-	Περγάμῳ	Πέργαμος		Pe/rgamoj
270212	N-	----GSF-	ἐκκλησίας	ἐκκλησία		e)kklhsi/a
270212	V-	2AAD-S--	γράψον	γράφω	·	gra/fw
270212	RD	----APN-	Τάδε	ὅδε		o(/de
270212	V-	3PAI-S--	λέγει	λέγω		le/gw
270212	RA	----NSM-	ὁ	ὁ		o(
270212	V-	-PAPNSM-	ἔχων	ἔχω		e)/xw
270212	RA	----ASF-	τὴν	ὁ		o(
270212	N-	----ASF-	ῥομφαίαν	ῥομφαία		r(omfai/a
270212	RA	----ASF-	τὴν	ὁ		o(
270212	A-	----ASF-	δίστομον	δίστομος		di/stomoj
270212	RA	----ASF-	τὴν	ὁ		o(
270212	A-	----ASF-	ὀξεῖαν	ὀξύς	·	o)cu/j
270213	V-	1XAI-S--	Οἶδα	οἶδα		oi)=da
270213	D-	--------	ποῦ	ποῦ		pou=
270213	V-	2PAI-S--	κατοικεῖς	κατοικέω	,	katoike/w
270213	D-	--------	ὅπου	ὅπου		o(/pou
270213	RA	----NSM-	ὁ	ὁ		o(
270213	N-	----NSM-	θρόνος	θρόνος		qro/noj
270213	RA	----GSM-	τοῦ	ὁ		o(
270213	N-	----GSM-	Σατανᾶ	Σατανᾶς	,	Satana=j
270213	C-	--------	καὶ	καί		kai/
270213	V-	2PAI-S--	κρατεῖς	κρατέω		krate/w
270213	RA	----ASN-	τὸ	ὁ		o(
270213	N-	----ASN-	ὄνομά	ὄνομα		o)/noma
270213	RP	----GS--	μου	ἐγώ	,	e)gw/
270213	C-	--------	καὶ	καί		kai/
270213	D-	--------	οὐκ	οὐ		ou)
270213	V-	2AMI-S--	ἠρνήσω	ἀρνέομαι		a)rne/omai
270213	RA	----ASF-	τὴν	ὁ		o(
270213	N-	----ASF-	πίστιν	πίστις		pi/stij
270213	RP	----GS--	μου	ἐγώ		e)gw/
270213	D-	--------	καὶ	καί		kai/
270213	P-	--------	ἐν	ἐν		e)n
270213	RA	----DPF-	ταῖς	ὁ		o(
270213	N-	----DPF-	ἡμέραις	ἡμέρα		h(me/ra
270213	N-	----NSM-	Ἀντιπᾶς	Ἀντιπᾶς	,	A)ntipa=j
270213	RA	----NSM-	ὁ	ὁ		o(
270213	N-	----NSM-	μάρτυς	μάρτυς		ma/rtuj
270213	RP	----GS--	μου	ἐγώ	,	e)gw/
270213	RA	----NSM-	ὁ	ὁ		o(
270213	A-	----NSM-	πιστός	πιστός		pisto/j
270213	RP	----GS--	μου	ἐγώ	,	e)gw/
270213	RR	----NSM-	ὃς	ὅς		o(/j
270213	V-	3API-S--	ἀπεκτάνθη	ἀποκτείνω		a)poktei/nw
270213	P-	--------	παρ	παρά		para/
270213	RP	----DP--	ὑμῖν	σύ	,	su/
270213	D-	--------	ὅπου	ὅπου		o(/pou
270213	RA	----NSM-	ὁ	ὁ		o(
270213	N-	----NSM-	Σατανᾶς	Σατανᾶς		Satana=j
270213	V-	3PAI-S--	κατοικεῖ	κατοικέω	.	katoike/w
270214	C-	--------	ἀλλὰ	ἀλλά		a)lla/
270214	V-	1PAI-S--	ἔχω	ἔχω		e)/xw
270214	P-	--------	κατὰ	κατά		kata/
270214	RP	----GS--	σοῦ	σύ		su/
270214	A-	----APN-	ὀλίγα	ὀλίγος	,	o)li/goj
270214	C-	--------	ὅτι	ὅτι		o(/ti
270214	V-	2PAI-S--	ἔχεις	ἔχω		e)/xw
270214	D-	--------	ἐκεῖ	ἐκεῖ		e)kei=
270214	V-	-PAPAPM-	κρατοῦντας	κρατέω		krate/w
270214	RA	----ASF-	τὴν	ὁ		o(
270214	N-	----ASF-	διδαχὴν	διδαχή		didaxh/
270214	N-	----GSM-	Βαλαάμ	Βαλαάμ	,	Balaa/m
270214	RR	----NSM-	ὃς	ὅς		o(/j
270214	V-	3IAI-S--	ἐδίδασκεν	διδάσκω		dida/skw
270214	RA	----DSM-	τῷ	ὁ		o(
270214	N-	----DSM-	Βαλὰκ	Βαλάκ		Bala/k
270214	V-	-AAN----	βαλεῖν	βάλλω		ba/llw
270214	N-	----ASN-	σκάνδαλον	σκάνδαλον		ska/ndalon
270214	P-	--------	ἐνώπιον	ἐνώπιον		e)nw/pion
270214	RA	----GPM-	τῶν	ὁ		o(
270214	N-	----GPM-	υἱῶν	υἱός		ui(o/j
270214	N-	----GSM-	Ἰσραήλ	Ἰσραήλ	,	I)srah/l
270214	V-	-AAN----	φαγεῖν	ἐσθίω		e)sqi/w
270214	A-	----APN-	εἰδωλόθυτα	εἰδωλόθυτον		ei)dwlo/quton
270214	C-	--------	καὶ	καί		kai/
270214	V-	-AAN----	πορνεῦσαι	πορνεύω	·	porneu/w
270215	D-	--------	οὕτως	οὕτω(ς)		ou(/tw[j]
270215	V-	2PAI-S--	ἔχεις	ἔχω		e)/xw
270215	D-	--------	καὶ	καί		kai/
270215	RP	----NS--	σὺ	σύ		su/
270215	V-	-PAPAPM-	κρατοῦντας	κρατέω		krate/w
270215	RA	----ASF-	τὴν	ὁ		o(
270215	N-	----ASF-	διδαχὴν	διδαχή		didaxh/
270215	N-	----GPM-	Νικολαϊτῶν	Νικολαΐτης		Nikolai/:thj
270215	D-	--------	ὁμοίως	ὁμοίως	.	o(moi/wj
270216	V-	2AAD-S--	μετανόησον	μετανοέω		metanoe/w
270216	C-	--------	οὖν	οὖν	·	ou)=n
270216	C-	--------	εἰ	εἰ		ei)
270216	C-	--------	δὲ	δέ		de/
270216	D-	--------	μή	μή	,	mh/
270216	V-	1PMI-S--	ἔρχομαί	ἔρχομαι		e)/rxomai
270216	RP	----DS--	σοι	σύ		su/
270216	D-	--------	ταχύ	ταχύ	,	taxu/
270216	C-	--------	καὶ	καί		kai/
270216	V-	1FAI-S--	πολεμήσω	πολεμέω		poleme/w
270216	P-	--------	μετ	μετά		meta/
270216	RP	----GPM-	αὐτῶν	αὐτός		au)to/j
270216	P-	--------	ἐν	ἐν		e)n
270216	RA	----DSF-	τῇ	ὁ		o(
270216	N-	----DSF-	ῥομφαίᾳ	ῥομφαία		r(omfai/a
270216	RA	----GSN-	τοῦ	ὁ		o(
270216	N-	----GSN-	στόματός	στόμα		sto/ma
270216	RP	----GS--	μου	ἐγώ	.	e)gw/
270217	RA	----NSM-	ὁ	ὁ		o(
270217	V-	-PAPNSM-	ἔχων	ἔχω		e)/xw
270217	N-	----ASN-	οὖς	οὖς		ou)=j
270217	V-	3AAD-S--	ἀκουσάτω	ἀκούω		a)kou/w
270217	RI	----ASN-	τί	τίς		ti/j
270217	RA	----NSN-	τὸ	ὁ		o(
270217	N-	----NSN-	πνεῦμα	πνεῦμα		pneu=ma
270217	V-	3PAI-S--	λέγει	λέγω		le/gw
270217	RA	----DPF-	ταῖς	ὁ		o(
270217	N-	----DPF-	ἐκκλησίαις	ἐκκλησία	.	e)kklhsi/a
270217	RA	----DSM-	τῷ	ὁ		o(
270217	V-	-PAPDSM-	νικῶντι	νικάω		nika/w
270217	V-	1FAI-S--	δώσω	δίδωμι		di/dwmi
270217	RP	----DSM-	αὐτῷ	αὐτός		au)to/j
270217	RA	----GSN-	τοῦ	ὁ		o(
270217	N-	----GSN-	μάννα	μάννα		ma/nna
270217	RA	----GSN-	τοῦ	ὁ		o(
270217	V-	-XPPGSN-	κεκρυμμένου	κρύπτω	,	kru/ptw
270217	C-	--------	καὶ	καί		kai/
270217	V-	1FAI-S--	δώσω	δίδωμι		di/dwmi
270217	RP	----DSM-	αὐτῷ	αὐτός		au)to/j
270217	N-	----ASF-	ψῆφον	ψῆφος		yh=foj
270217	A-	----ASF-	λευκήν	λευκός	,	leuko/j
270217	C-	--------	καὶ	καί		kai/
270217	P-	--------	ἐπὶ	ἐπί		e)pi/
270217	RA	----ASF-	τὴν	ὁ		o(
270217	N-	----ASF-	ψῆφον	ψῆφος		yh=foj
270217	N-	----ASN-	ὄνομα	ὄνομα		o)/noma
270217	A-	----ASN-	καινὸν	καινός		kaino/j
270217	V-	-XPPASN-	γεγραμμένον	γράφω		gra/fw
270217	RR	----ASN-	ὃ	ὅς		o(/j
270217	A-	----NSM-	οὐδεὶς	οὐδείς		ou)dei/j
270217	V-	3XAI-S--	οἶδεν	οἶδα		oi)=da
270217	C-	--------	εἰ	εἰ		ei)
270217	D-	--------	μὴ	μή		mh/
270217	RA	----NSM-	ὁ	ὁ		o(
270217	V-	-PAPNSM-	λαμβάνων	λαμβάνω	.	lamba/nw
270218	C-	--------	Καὶ	καί		kai/
270218	RA	----DSM-	τῷ	ὁ		o(
270218	N-	----DSM-	ἀγγέλῳ	ἄγγελος		a)/ggeloj
270218	RA	----GSF-	τῆς	ὁ		o(
270218	P-	--------	ἐν	ἐν		e)n
270218	N-	----DPN-	Θυατείροις	Θυάτειρα		Qua/teira
270218	N-	----GSF-	ἐκκλησίας	ἐκκλησία		e)kklhsi/a
270218	V-	2AAD-S--	γράψον	γράφω	·	gra/fw
270218	RD	----APN-	Τάδε	ὅδε		o(/de
270218	V-	3PAI-S--	λέγει	λέγω		le/gw
270218	RA	----NSM-	ὁ	ὁ		o(
270218	N-	----NSM-	υἱὸς	υἱός		ui(o/j
270218	RA	----GSM-	τοῦ	ὁ		o(
270218	N-	----GSM-	θεοῦ	θεός	,	qeo/j
270218	RA	----NSM-	ὁ	ὁ		o(
270218	V-	-PAPNSM-	ἔχων	ἔχω		e)/xw
270218	RA	----APM-	τοὺς	ὁ		o(
270218	N-	----APM-	ὀφθαλμοὺς	ὀφθαλμός		o)fqalmo/j
270218	RP	----GSM-	αὐτοῦ	αὐτός		au)to/j
270218	C-	--------	ὡς	ὡς		w(j
270218	N-	----ASF-	φλόγα	φλόξ		flo/c
270218	N-	----GSN-	πυρός	πῦρ	,	pu=r
270218	C-	--------	καὶ	καί		kai/
270218	RA	----NPM-	οἱ	ὁ		o(
270218	N-	----NPM-	πόδες	πούς		pou/j
270218	RP	----GSM-	αὐτοῦ	αὐτός		au)to/j
270218	A-	----NPM-	ὅμοιοι	ὅμοιος		o(/moioj
270218	N-	----DSN-	χαλκολιβάνῳ	χαλκολίβανον	·	xalkoli/banon
270219	V-	1XAI-S--	Οἶδά	οἶδα		oi)=da
270219	RP	----GS--	σου	σύ		su/
270219	RA	----APN-	τὰ	ὁ		o(
270219	N-	----APN-	ἔργα	ἔργον	,	e)/rgon
270219	C-	--------	καὶ	καί		kai/
270219	RA	----ASF-	τὴν	ὁ		o(
270219	N-	----ASF-	ἀγάπην	ἀγάπη		a)ga/ph
270219	C-	--------	καὶ	καί		kai/
270219	RA	----ASF-	τὴν	ὁ		o(
270219	N-	----ASF-	πίστιν	πίστις		pi/stij
270219	C-	--------	καὶ	καί		kai/
270219	RA	----ASF-	τὴν	ὁ		o(
270219	N-	----ASF-	διακονίαν	διακονία		diakoni/a
270219	C-	--------	καὶ	καί		kai/
270219	RA	----ASF-	τὴν	ὁ		o(
270219	N-	----ASF-	ὑπομονήν	ὑπομονή		u(pomonh/
270219	RP	----GS--	σου	σύ	,	su/
270219	C-	--------	καὶ	καί		kai/
270219	RA	----APN-	τὰ	ὁ		o(
270219	N-	----APN-	ἔργα	ἔργον		e)/rgon
270219	RP	----GS--	σου	σύ		su/
270219	RA	----APN-	τὰ	ὁ		o(
270219	A-	----APN-	ἔσχατα	ἔσχατος		e)/sxatoj
270219	A-	----APNC	πλείονα	πολύς		polu/j
270219	RA	----GPN-	τῶν	ὁ		o(
270219	A-	----GPN-	πρώτων	πρῶτος	.	prw=toj
270220	C-	--------	ἀλλὰ	ἀλλά		a)lla/
270220	V-	1PAI-S--	ἔχω	ἔχω		e)/xw
270220	P-	--------	κατὰ	κατά		kata/
270220	RP	----GS--	σοῦ	σύ		su/
270220	C-	--------	ὅτι	ὅτι		o(/ti
270220	V-	2PAI-S--	ἀφεῖς	ἀφίημι		a)fi/hmi
270220	RA	----ASF-	τὴν	ὁ		o(
270220	N-	----ASF-	γυναῖκα	γυνή		gunh/
270220	N-	----ASF-	Ἰεζάβελ	Ἰεζάβελ	,	I)eza/bel
270220	RA	----NSF-	ἡ	ὁ		o(
270220	V-	-PAPNSF-	λέγουσα	λέγω		le/gw
270220	RP	----ASF-	ἑαυτὴν	ἑαυτοῦ		e(autou=
270220	N-	----ASF-	προφῆτιν	προφῆτις	,	profh=tij
270220	C-	--------	καὶ	καί		kai/
270220	V-	3PAI-S--	διδάσκει	διδάσκω		dida/skw
270220	C-	--------	καὶ	καί		kai/
270220	V-	3PAI-S--	πλανᾷ	πλανάω		plana/w
270220	RA	----APM-	τοὺς	ὁ		o(
270220	A-	----APM-	ἐμοὺς	ἐμός		e)mo/j
270220	N-	----APM-	δούλους	δοῦλος		dou=loj
270220	V-	-AAN----	πορνεῦσαι	πορνεύω		porneu/w
270220	C-	--------	καὶ	καί		kai/
270220	V-	-AAN----	φαγεῖν	ἐσθίω		e)sqi/w
270220	A-	----APN-	εἰδωλόθυτα	εἰδωλόθυτον	.	ei)dwlo/quton
270221	C-	--------	καὶ	καί		kai/
270221	V-	1AAI-S--	ἔδωκα	δίδωμι		di/dwmi
270221	RP	----DSF-	αὐτῇ	αὐτός		au)to/j
