1	1	N3I	NSF	13442	Ὅρασις	ὁρασις	ορασις	ὅρασις	o(/rasij			,	O(/RASIS	O(/RASIS
1	13	N1A	ASF	13570	ἀργίαν	ἀργιαν	αργιαν	ἀργία	a)rgi/a				A)RGI/AN	A)RGI/A
1	14	C		4	καὶ	και	και	καί	kai/				KAI\	KAI/
1	14	RA	APF	10	τὰς	τας	τας	ὁ	o(				TA\S	O(
1	14	N1A	APF	14082	νουμηνίας	νουμηνιας	νουμηνιας	νουμηνία	noumhni/a				NOUMHNI/AS	NOUMHNI/A
1	14	RP	GP	13	ὑμῶν	ὑμων	υμων	ὑμῶν	u(mw=n				U(MW=N	SU/
1	14	C		4	καὶ	και	και	καί	kai/				KAI\	KAI/
1	14	RA	APF	10	τὰς	τας	τας	ὁ	o(				TA\S	O(
1	14	N1	APF	14082	ἑορτὰς	ἑορτας	εορτας	ἑορτή	e(orth/				E(ORTA\S	E(ORTH/
1	14	RP	GP	13	ὑμῶν	ὑμων	υμων	ὑμῶν	u(mw=n				U(MW=N	SU/
1	14	V2	PAI3S	631937	μισεῖ	μισει	μισει	μισέω	mise/w				MISEI=	MISE/W
1	14	RA	NSF	10	ἡ	ἡ	η	ὁ	o(				H(	O(
1	14	N1	NSF	13442	ψυχή	ψυχη	ψυχη	ψυχή	yuxh/				YUXH/	YUXH/
1	14	RP	GS	13	μου	μου	μου	μου	mou			·	MOU	E)GW/
1	14	VCI	API2P	903809	ἐγενήθητέ	ἐγενηθητε	εγενηθητε	γίνομαι	gi/nomai				E)GENH/QHTE/	GI/GNOMAI
1	14	RP	DS	13	μοι	μοι	μοι	μοι	moi				MOI	E)GW/
1	14	P		8	εἰς	εἰς	εις	εἰς	ei)j				EI)S	EI)S
1	14	N1	ASF	13570	πλησμονήν	πλησμονην	πλησμονην	πλησμονή	plhsmonh/			,	PLHSMONH/N	PLHSMONH/
1	14	D		9	οὐκέτι	οὐκετι	ουκετι	οὐκέτι	ou)ke/ti				OU)KE/TI	OU)KE/TI
1	14	VF	FAI1S	600193	ἀνήσω	ἀνησω	ανησω	ἀνίημι	a)ni/hmi				A)NH/SW	I(/HMI           A)NA
1	14	RA	APF	10	τὰς	τας	τας	ὁ	o(				TA\S	O(
1	14	N1A	APF	14082	ἁμαρτίας	ἁμαρτιας	αμαρτιας	ἁμαρτία	a(marti/a				A(MARTI/AS	A(MARTI/A
1	14	RP	GP	13	ὑμῶν	ὑμων	υμων	ὑμῶν	u(mw=n			.	U(MW=N	SU/
1	15	D		9	ὅταν	ὁταν	οταν	ὅταν	o(/tan				O(/TAN	O(/TAN
1	15	RA	APF	10	τὰς	τας	τας	ὁ	o(				TA\S	O(
1	15	N3	APF	14082	χεῖρας	χειρας	χειρας	χείρ	xei/r				XEI=RAS	XEI/R
1	15	VA	AAS2P	895745	ἐκτείνητε	ἐκτεινητε	εκτεινητε	ἐκτείνω	e)ktei/nw				E)KTEI/NHTE	TEI/NW           E)K
1	15	P		8	πρός	προς	προς	πρός	pro/j				PRO/S	PRO/S
1	15	RP	AS	13	με	με	με	μέ	me/			,	ME	E)GW/
1	15	VF	FAI1S	600193	ἀποστρέψω	ἀποστρεψω	αποστρεψω	ἀποστρέφω	a)postre/fw				A)POSTRE/YW	STRE/FW          A)PO
1	15	RA	APM	10	τοὺς	τους	τους	ὁ	o(				TOU\S	O(
1	15	N2	APM	9986	ὀφθαλμούς	ὀφθαλμους	οφθαλμους	ὀφθαλμός	o)fqalmo/j				O)FQALMOU/S	O)FQALMO/S
1	15	RP	GS	13	μου	μου	μου	μου	mou				MOU	E)GW/
1	15	P		8	ἀφ	ἀφ	αφ	ἀπό	a)po/				A)F'	A)PO/
1	15	RP	GP	13	ὑμῶν	ὑμων	υμων	ὑμῶν	u(mw=n			,	U(MW=N	SU/
1	15	C		4	καὶ	και	και	καί	kai/				KAI\	KAI/
1	15	C		4	ἐὰν	ἐαν	εαν	ἐάν	e)a/n				E)A\N	E)A/N
1	15	V1	PAS2P	894209	πληθύνητε	πληθυνητε	πληθυνητε	πληθύνω	plhqu/nw				PLHQU/NHTE	PLHQU/NW
1	15	RA	ASF	10	τὴν	την	την	ὁ	o(				TH\N	O(
1	15	N3I	ASF	13570	δέησιν	δεησιν	δεησιν	δέησις	de/hsij			,	DE/HSIN	DE/HSIS
1	15	D		9	οὐκ	οὐκ	ουκ	οὐ	ou)				OU)K	OU)
1	15	VF	FMI1S	604289	εἰσακούσομαι	εἰσακουσομαι	εισακουσομαι	εἰσακούω	ei)sakou/w				EI)SAKOU/SOMAI	A)KOU/W          EI)S
1	15	RP	GP	13	ὑμῶν	ὑμων	υμων	ὑμῶν	u(mw=n			·	U(MW=N	SU/
1	15	RA	NPF	10	αἱ	αἱ	αι	ὁ	o(				AI(	O(
1	15	X		5	γὰρ	γαρ	γαρ	γάρ	ga/r				GA\R	GA/R
1	15	N3	NPF	13954	χεῖρες	χειρες	χειρες	χείρ	xei/r				XEI=RES	XEI/R
1	15	RP	GP	13	ὑμῶν	ὑμων	υμων	ὑμῶν	u(mw=n				U(MW=N	SU/
1	15	N3M	GSN	17730	αἵματος	αἱματος	αιματος	αἷμα	ai(=ma				AI(/MATOS	AI(=MA
1	15	A3H	NPM	9859	πλήρεις	πληρεις	πληρεις	πλήρης	plh/rhj			.	PLH/REIS	PLH/RHS
1	16	VA	AMD2P	899777	λούσασθε	λουσασθε	λουσασθε	λούω	lou/w			,	LOU/SASQE	LOU/W
1	16	A1A	NPM	9859	καθαροὶ	καθαροι	καθαροι	καθαρός	kaqaro/j				KAQAROI\	KAQARO/S
1	16	VB	AMD2P	899777	γένεσθε	γενεσθε	γενεσθε	γίνομαι	gi/nomai			,	GE/NESQE	GI/GNOMAI
1	16	VB	AAD2P	895681	ἀφέλετε	ἀφελετε	αφελετε	ἀφαιρέω	a)faire/w				A)FE/LETE	AI(RE/W          A)PO
1	16	RA	APF	10	τὰς	τας	τας	ὁ	o(				TA\S	O(
1	16	N1A	APF	14082	πονηρίας	πονηριας	πονηριας	πονηρία	ponhri/a				PONHRI/AS	PONHRI/A
1	16	P		8	ἀπὸ	ἀπο	απο	ἀπό	a)po/				A)PO\	A)PO/
1	16	RA	GPF	10	τῶν	των	των	ὁ	o(				TW=N	O(
1	16	N1	GPF	14146	ψυχῶν	ψυχων	ψυχων	ψυχή	yuxh/				YUXW=N	YUXH/
1	16	RP	GP	13	ὑμῶν	ὑμων	υμων	ὑμῶν	u(mw=n				U(MW=N	SU/
1	16	D		9	ἀπέναντι	ἀπεναντι	απεναντι	ἀπέναντι	a)pe/nanti				A)PE/NANTI	A)PE/NANTI
1	16	RA	GPM	10	τῶν	των	των	ὁ	o(				TW=N	O(
1	16	N2	GPM	10050	ὀφθαλμῶν	ὀφθαλμων	οφθαλμων	ὀφθαλμός	o)fqalmo/j				O)FQALMW=N	O)FQALMO/S
1	16	RP	GS	13	μου	μου	μου	μου	mou			,	MOU	E)GW/
1	16	VA	AMD2P	899777	παύσασθε	παυσασθε	παυσασθε	παύω	pau/w				PAU/SASQE	PAU/W
1	16	P		8	ἀπὸ	ἀπο	απο	ἀπό	a)po/				A)PO\	A)PO/
1	16	RA	GPF	10	τῶν	των	των	ὁ	o(				TW=N	O(
1	16	N1A	GPF	14146	πονηριῶν	πονηριων	πονηριων	πονηρία	ponhri/a				PONHRIW=N	PONHRI/A
1	16	RP	GP	13	ὑμῶν	ὑμων	υμων	ὑμῶν	u(mw=n			,	U(MW=N	SU/
1	17	VB	AAD2P	895681	μάθετε	μαθετε	μαθετε	μανθάνω	manqa/nw				MA/QETE	MANQA/NW
1	17	A1	ASM	9475	καλὸν	καλον	καλον	καλός	kalo/j				KALO\N	KALO/S
1	17	V2	PAN	304513	ποιεῖν	ποιειν	ποιειν	ποιέω	poie/w			,	POIEI=N	POIE/W
1	17	VA	AAD2P	895681	ἐκζητήσατε	ἐκζητησατε	εκζητησατε	ἐκζητέω	e)kzhte/w				E)KZHTH/SATE	ZHTE/W           E)K
1	17	N3I	ASF	13570	κρίσιν	κρισιν	κρισιν	κρίσις	kri/sij			,	KRI/SIN	KRI/SIS
1	17	VA	APD2P	903873	ῥύσασθε	ῥυσασθε	ρυσασθε	ῥύομαι	r(u/omai				R(U/SASQE	R(U/OMAI
1	17	V2	PMPASM	4863425	ἀδικούμενον	ἀδικουμενον	αδικουμενον	ἀδικέω	a)dike/w			,	A)DIKOU/MENON	A)DIKE/W
1	17	VA	AAD2P	895681	κρίνατε	κρινατε	κρινατε	κρίνω	kri/nw				KRI/NATE	KRI/NW
1	17	A1	DSM	9603	ὀρφανῷ	ὀρφανω	ορφανω	ὀρφανός	o)rfano/j				O)RFANW=|	O)RFANO/S
1	17	C		4	καὶ	και	και	καί	kai/				KAI\	KAI/
1	17	VA	AAD2P	895681	δικαιώσατε	δικαιωσατε	δικαιωσατε	δικαιόω	dikaio/w				DIKAIW/SATE	DIKAIO/W
1	17	N1A	ASF	13570	χήραν	χηραν	χηραν	χήρα	xh/ra			·	XH/RAN	XH/RA
1	18	C		4	καὶ	και	και	καί	kai/				KAI\	KAI/
1	18	D		9	δεῦτε	δευτε	δευτε	δεῦτε	deu=te				DEU=TE	DEU=TE
1	18	C		4	καὶ	και	και	καί	kai/				KAI\	KAI/
1	18	VQ	AAS1P	862977	διελεγχθῶμεν	διελεγχθωμεν	διελεγχθωμεν	διελέγχω	diele/gxw			,	DIELEGXQW=MEN	E)LE/GXW         DIA
1	18	V1	PAI3S	631937	λέγει	λεγει	λεγει	λέγω	le/gw				LE/GEI	LE/GW
1	18	N2	NSM	9346	κύριος	κυριος	κυριος	κύριος	ku/rioj			,	KU/RIOS	KU/RIOS
1	18	C		4	καὶ	και	και	καί	kai/				KAI\	KAI/
1	18	C		4	ἐὰν	ἐαν	εαν	ἐάν	e)a/n				E)A\N	E)A/N
1	18	V9	AAS3P	895745	ὦσιν	ὠσιν	ωσιν	εἰμί	ei)mi/				W)=SIN	EI)MI/
1	18	RA	NPF	10	αἱ	αἱ	αι	ὁ	o(				AI(	O(
1	18	N1A	NPF	13954	ἁμαρτίαι	ἁμαρτιαι	αμαρτιαι	ἁμαρτία	a(marti/a				A(MARTI/AI	A(MARTI/A
1	18	RP	GP	13	ὑμῶν	ὑμων	υμων	ὑμῶν	u(mw=n				U(MW=N	SU/
1	18	D		9	ὡς	ὡς	ως	ὥς	w(/j				W(S	W(S
1	18	A1	NSN	17539	φοινικοῦν	φοινικουν	φοινικουν	φοινικοῦς	foinikou=j			,	FOINIKOU=N	FOINIKOU=S
1	18	D		9	ὡς	ὡς	ως	ὥς	w(/j				W(S	W(S
1	18	A1	ASF	13571	χιόνα	χιονα	χιονα	χιόνα	xio/na				XIO/NA	XIO/NA
1	18	VF2	FAI1S	600193	λευκανῶ	λευκανω	λευκανω	λευκαίνω	leukai/nw			,	LEUKANW=	LEUKAI/NW
1	18	C		4	ἐὰν	ἐαν	εαν	ἐάν	e)a/n				E)A\N	E)A/N
1	18	X		5	δὲ	δε	δε	δέ	de/				DE\	DE/
1	18	V9	PAS3P	894209	ὦσιν	ὠσιν	ωσιν	εἰμί	ei)mi/				W)=SIN	EI)MI/
1	18	D		9	ὡς	ὡς	ως	ὥς	w(/j				W(S	W(S
1	18	A1	ASM	9475	κόκκινον	κοκκινον	κοκκινον	κόκκινος	ko/kkinoj			,	KO/KKINON	KO/KKINOS
1	18	D		9	ὡς	ὡς	ως	ὥς	w(/j				W(S	W(S
1	18	N2N	ASN	17666	ἔριον	ἐριον	εριον	ἔριον	e)/rion				E)/RION	E)/RION
1	18	VF2	FAI1S	600193	λευκανῶ	λευκανω	λευκανω	λευκαίνω	leukai/nw			.	LEUKANW=	LEUKAI/NW
1	19	C		4	καὶ	και	και	καί	kai/				KAI\	KAI/
1	19	C		4	ἐὰν	ἐαν	εαν	ἐάν	e)a/n				E)A\N	E)A/N
1	19	V1	PAS2P	894209	θέλητε	θελητε	θελητε	θέλω	qe/lw				QE/LHTE	QE/LW
1	19	C		4	καὶ	και	και	καί	kai/				KAI\	KAI/
1	19	VA	AAS2P	895745	εἰσακούσητέ	εἰσακουσητε	εισακουσητε	εἰσακούω	ei)sakou/w				EI)SAKOU/SHTE/	A)KOU/W          EI)S
1	19	RP	GS	13	μου	μου	μου	μου	mou			,	MOU	E)GW/
1	19	RA	APN	10	τὰ	τα	τα	ὁ	o(				TA\	O(
1	19	A1	APN	18179	ἀγαθὰ	ἀγαθα	αγαθα	ἀγαθός	a)gaqo/j				A)GAQA\	A)GAQO/S
1	19	RA	GSF	10	τῆς	της	της	ὁ	o(				TH=S	O(
1	19	N1	GSF	13634	γῆς	γης	γης	γῆ	gh=				GH=S	GH=
1	19	VF	FMI2P	899201	φάγεσθε	φαγεσθε	φαγεσθε	ἐσθίω	e)sqi/w			·	FA/GESQE	E)SQI/W
1	20	C		4	ἐὰν	ἐαν	εαν	ἐάν	e)a/n				E)A\N	E)A/N
1	20	X		5	δὲ	δε	δε	δέ	de/				DE\	DE/
1	20	D		9	μὴ	μη	μη	μή	mh/				MH\	MH/
1	20	V1	PAS2P	894209	θέλητε	θελητε	θελητε	θέλω	qe/lw				QE/LHTE	QE/LW
1	20	C		4	μηδὲ	μηδε	μηδε	μηδέ	mhde/				MHDE\	MHDE/
1	20	VA	AAS2P	895745	εἰσακούσητέ	εἰσακουσητε	εισακουσητε	εἰσακούω	ei)sakou/w				EI)SAKOU/SHTE/	A)KOU/W          EI)S
1	20	RP	GS	13	μου	μου	μου	μου	mou			,	MOU	E)GW/
1	20	N1A	NSF	13442	μάχαιρα	μαχαιρα	μαχαιρα	μάχαιρα	ma/xaira				MA/XAIRA	MA/XAIRA
1	20	RP	AP	13	ὑμᾶς	ὑμας	υμας	ὑμᾶς	u(ma=j				U(MA=S	SU/
1	20	VF	FMI3S	637057	κατέδεται	κατεδεται	κατεδεται	κατεσθίω	katesqi/w			·	KATE/DETAI	E)SQI/W          KATA
1	20	RA	ASN	10	τὸ	το	το	ὁ	o(				TO\	O(
1	20	X		5	γὰρ	γαρ	γαρ	γάρ	ga/r				GA\R	GA/R
1	20	N3M	NSN	17538	στόμα	στομα	στομα	στόμα	sto/ma				STO/MA	STO/MA
1	20	N2	GSM	9538	κυρίου	κυριου	κυριου	κύριος	ku/rioj				KURI/OU	KU/RIOS
1	20	VAI	AAI3S	633473	ἐλάλησεν	ἐλαλησεν	ελαλησεν	λαλέω	lale/w				E)LA/LHSEN	LALE/W
1	20	RD	APN	11	ταῦτα	ταυτα	ταυτα	οὗτος	ou(=toj			.	TAU=TA	OU(=TOS
1	21	D		9	Πῶς	πως	πως	πῶς	pw=j				PW=S	PW=S
1	21	VBI	AMI3S	637569	ἐγένετο	ἐγενετο	εγενετο	γίνομαι	gi/nomai				E)GE/NETO	GI/GNOMAI
1	21	N1	NSF	13442	πόρνη	πορνη	πορνη	πόρνη	po/rnh				PO/RNH	PO/RNH
1	21	N3I	NSF	13442	πόλις	πολις	πολις	πόλις	po/lij				PO/LIS	PO/LIS
1	21	A1	NSF	13443	πιστὴ	πιστη	πιστη	πιστός	pisto/j				PISTH\	PISTO/S
1	21	N	NSF	13442	Σιων	σιων	σιων	Σιών	Siw/n			,	*SIWN	*SIWN
1	21	A3H	NSM	9347	πλήρης	πληρης	πληρης	πλήρης	plh/rhj				PLH/RHS	PLH/RHS
1	21	N3I	GSF	13634	κρίσεως	κρισεως	κρισεως	κρίσις	kri/sij			,	KRI/SEWS	KRI/SIS
1	21	P		8	ἐν	ἐν	εν	ἐν	e)n				E)N	E)N
1	21	RR	DSF	14	ᾗ	ἡ	η	ὅς	o(/j				H(=|	O(/S
1	21	N1	NSF	13442	δικαιοσύνη	δικαιοσυνη	δικαιοσυνη	δικαιοσύνη	dikaiosu/nh				DIKAIOSU/NH	DIKAIOSU/NH
1	21	VCI	API3S	641665	ἐκοιμήθη	ἐκοιμηθη	εκοιμηθη	κοιμάω	koima/w				E)KOIMH/QH	KOIMA/W
1	21	P		8	ἐν	ἐν	εν	ἐν	e)n				E)N	E)N
1	21	RD	DSF	11	αὐτῇ	αὐτη	αυτη	αὐτός	au)to/j			,	AU)TH=|	AU)TO/S
1	21	D		9	νῦν	νυν	νυν	νῦν	nu=n				NU=N	NU=N
1	21	X		5	δὲ	δε	δε	δέ	de/				DE\	DE/
1	21	N1M	NPM	9858	φονευταί	φονευται	φονευται	φονευτής	foneuth/j			.	FONEUTAI/	FONEUTH/S
1	22	RA	ASN	10	τὸ	το	το	ὁ	o(				TO\	O(
1	22	N2N	NSN	17538	ἀργύριον	ἀργυριον	αργυριον	ἀργύριον	a)rgu/rion				A)RGU/RION	A)RGU/RION
1	22	RP	GP	13	ὑμῶν	ὑμων	υμων	ὑμῶν	u(mw=n				U(MW=N	SU/
1	22	A1B	NSM	9347	ἀδόκιμον	ἀδοκιμον	αδοκιμον	ἀδόκιμος	a)do/kimoj			·	A)DO/KIMON	A)DO/KIMOS
1	22	RA	NPM	10	οἱ	οἱ	οι	ὁ	o(				OI(	O(
1	22	N2	NPM	9858	κάπηλοί	καπηλοι	καπηλοι	κάπηλος	ka/phloj				KA/PHLOI/	KA/PHLOS
1	22	RP	GS	13	σου	σου	σου	σοῦ	sou=				SOU	SU/
1	22	V1	PAI3P	894081	μίσγουσι	μισγουσι	μισγουσι	μίσγω	mi/sgw				MI/SGOUSI	MI/SGW
1	22	RA	ASM	10	τὸν	τον	τον	ὁ	o(				TO\N	O(
1	22	N2	ASM	9474	οἶνον	οἰνον	οινον	οἶνος	oi)=noj				OI)=NON	OI)=NOS
1	22	N3T	DSN	17794	ὕδατι	ὑδατι	υδατι	ὕδωρ	u(/dwr			·	U(/DATI	U(/DWR
1	23	RA	NPM	10	οἱ	οἱ	οι	ὁ	o(				OI(	O(
1	23	N3	NPM	9858	ἄρχοντές	ἀρχοντες	αρχοντες	ἄρχων	a)/rxwn				A)/RXONTE/S	A)/RXWN
1	23	RP	GS	13	σου	σου	σου	σοῦ	sou=				SOU	SU/
1	23	V2	PAI3P	894081	ἀπειθοῦσιν	ἀπειθουσιν	απειθουσιν	ἀπειθέω	a)peiqe/w			,	A)PEIQOU=SIN	A)PEIQE/W
1	23	N2	NPM	9858	κοινωνοὶ	κοινωνοι	κοινωνοι	κοινωνός	koinwno/j				KOINWNOI\	KOINWNO/S
1	23	N1M	GPM	10050	κλεπτῶν	κλεπτων	κλεπτων	κλέπτης	kle/pthj			,	KLEPTW=N	KLE/PTHS
1	23	V3	PAPNPM	5055937	ἀγαπῶντες	ἀγαπωντες	αγαπωντες	ἀγαπάω	a)gapa/w				A)GAPW=NTES	A)GAPA/W
1	23	N2N	APN	18178	δῶρα	δωρα	δωρα	δῶρον	dw=ron			,	DW=RA	DW=RON
1	23	V1	PAPNPM	5055937	διώκοντες	διωκοντες	διωκοντες	διώκω	diw/kw				DIW/KONTES	DIW/KW
1	23	N3M	ASN	17666	ἀνταπόδομα	ἀνταποδομα	ανταποδομα	ἀνταπόδομα	a)ntapo/doma			,	A)NTAPO/DOMA	A)NTAPO/DOMA
1	23	A1	DPM	10115	ὀρφανοῖς	ὀρφανοις	ορφανοις	ὀρφανός	o)rfano/j				O)RFANOI=S	O)RFANO/S
1	23	D		9	οὐ	οὐ	ου	οὐ	ou)				OU)	OU)
1	23	V1	PAPNPM	5055937	κρίνοντες	κρινοντες	κρινοντες	κρίνω	kri/nw				KRI/NONTES	KRI/NW
1	23	C		4	καὶ	και	και	καί	kai/				KAI\	KAI/
1	23	N3I	ASF	13570	κρίσιν	κρισιν	κρισιν	κρίσις	kri/sij				KRI/SIN	KRI/SIS
1	23	N1A	GPF	14146	χηρῶν	χηρων	χηρων	χήρα	xh/ra				XHRW=N	XH/RA
1	23	D		9	οὐ	οὐ	ου	οὐ	ou)				OU)	OU)
1	23	V1	PAPNPM	5055937	προσέχοντες	προσεχοντες	προσεχοντες	προσέχω	prose/xw			.	PROSE/XONTES	E)/XW            PROS
1	24	P		8	διὰ	δια	δια	διά	dia/				DIA\	DIA/
1	24	RD	ASN	11	τοῦτο	τουτο	τουτο	οὗτος	ou(=toj				TOU=TO	OU(=TOS
1	24	RD	APN	11	τάδε	ταδε	ταδε	ὅδε	o(/de				TA/DE	O(/DE
1	24	V1	PAI3S	631937	λέγει	λεγει	λεγει	λέγω	le/gw				LE/GEI	LE/GW
1	24	RA	NSM	10	ὁ	ὁ	ο	ὁ	o(				O(	O(
1	24	N1M	NSM	9346	δεσπότης	δεσποτης	δεσποτης	δεσπότης	despo/thj				DESPO/THS	DESPO/THS
1	24	N2	NSM	9346	κύριος	κυριος	κυριος	κύριος	ku/rioj				KU/RIOS	KU/RIOS
1	24	N	G	4930	σαβαωθ	σαβαωθ	σαβαωθ	σαβαώθ	sabaw/q				SABAWQ	SABAWQ
1	24	I		6	Οὐαὶ	οὐαι	ουαι	οὐαί	ou)ai/				OU)AI\	OU)AI/
1	24	RA	NPM	10	οἱ	οἱ	οι	ὁ	o(				OI(	O(
1	24	V1	PAPNPM	5055937	ἰσχύοντες	ἰσχυοντες	ισχυοντες	ἰσχύω	i)sxu/w				I)SXU/ONTES	I)SXU/W
1	24	N	GSM	9538	Ισραηλ	ισραηλ	ισραηλ	Ἰσραήλ	I)srah/l			·	*ISRAHL	*I)SRAH/L
1	24	D		9	οὐ	οὐ	ου	οὐ	ou)				OU)	OU)
1	24	VF	FMI3S	637057	παύσεται	παυσεται	παυσεται	παύω	pau/w				PAU/SETAI	PAU/W
1	24	X		5	γάρ	γαρ	γαρ	γάρ	ga/r				GA/R	GA/R
1	24	RP	GS	13	μου	μου	μου	μου	mou				MOU	E)GW/
1	24	RA	NSM	10	ὁ	ὁ	ο	ὁ	o(				O(	O(
1	24	N2	NSM	9346	θυμὸς	θυμος	θυμος	θυμός	qumo/j				QUMO\S	QUMO/S
1	24	P		8	ἐν	ἐν	εν	ἐν	e)n				E)N	E)N
1	24	RA	DPM	10	τοῖς	τοις	τοις	ὁ	o(				TOI=S	O(
1	24	A1A	DPM	10115	ὑπεναντίοις	ὑπεναντιοις	υπεναντιοις	ὑπεναντίος	u(penanti/oj			,	U(PENANTI/OIS	U(PENANTI/OS
1	24	C		4	καὶ	και	και	καί	kai/				KAI\	KAI/
1	24	N3I	ASF	13570	κρίσιν	κρισιν	κρισιν	κρίσις	kri/sij				KRI/SIN	KRI/SIS
1	24	P		8	ἐκ	ἐκ	εκ	ἐκ	e)k				E)K	E)K
1	24	RA	GPM	10	τῶν	των	των	ὁ	o(				TW=N	O(
1	24	N2	GPM	10050	ἐχθρῶν	ἐχθρων	εχθρων	ἐχθρός	e)xqro/j				E)XQRW=N	E)XQRO/S
1	24	RP	GS	13	μου	μου	μου	μου	mou				MOU	E)GW/
1	24	VF	FAI1S	600193	ποιήσω	ποιησω	ποιησω	ποιέω	poie/w			.	POIH/SW	POIE/W
1	25	C		4	καὶ	και	και	καί	kai/				KAI\	KAI/
1	25	VF	FAI1S	600193	ἐπάξω	ἐπαξω	επαξω	ἐπάγω	e)pa/gw				E)PA/CW	A)/GW            E)PI
1	25	RA	ASF	10	τὴν	την	την	ὁ	o(				TH\N	O(
1	25	N3	ASF	13570	χεῖρά	χειρα	χειρα	χείρ	xei/r				XEI=RA/	XEI/R
1	25	RP	GS	13	μου	μου	μου	μου	mou				MOU	E)GW/
1	25	P		8	ἐπὶ	ἐπι	επι	ἐπί	e)pi/				E)PI\	E)PI/
1	25	RP	AS	13	σὲ	σε	σε	σέ	se/				SE\	SU/
1	25	C		4	καὶ	και	και	καί	kai/				KAI\	KAI/
1	25	VF	FAI1S	600193	πυρώσω	πυρωσω	πυρωσω	πυρόω	puro/w				PURW/SW	PURO/W
1	25	RP	AS	13	σε	σε	σε	σέ	se/				SE	SU/
1	25	P		8	εἰς	εἰς	εις	εἰς	ei)j				EI)S	EI)S
1	25	A1A	ASM	9475	καθαρόν	καθαρον	καθαρον	καθαρός	kaqaro/j			,	KAQARO/N	KAQARO/S
1	25	RA	APM	10	τοὺς	τους	τους	ὁ	o(				TOU\S	O(
1	25	X		5	δὲ	δε	δε	δέ	de/				DE\	DE/
1	25	V2	PAPAPM	5121473	ἀπειθοῦντας	ἀπειθουντας	απειθουντας	ἀπειθέω	a)peiqe/w				A)PEIQOU=NTAS	A)PEIQE/W
1	25	VA	AAS1S	600833	ἀπολέσω	ἀπολεσω	απολεσω	ἀπόλλυμι	a)po/llumi				A)POLE/SW	O)LLU/W          A)PO
1	25	C		4	καὶ	και	και	καί	kai/				KAI\	KAI/
1	25	VF2	FAI1S	600193	ἀφελῶ	ἀφελω	αφελω	ἀφαιρέω	a)faire/w				A)FELW=	AI(RE/W          A)PO
1	25	A3	APM	9987	πάντας	παντας	παντας	πᾶς	pa=j				PA/NTAS	PA=S
1	25	A1B	APM	9987	ἀνόμους	ἀνομους	ανομους	ἄνομος	a)/nomoj				A)NO/MOUS	A)/NOMOS
1	25	P		8	ἀπὸ	ἀπο	απο	ἀπό	a)po/				A)PO\	A)PO/
1	25	RP	GS	13	σοῦ	σου	σου	σοῦ	sou=				SOU=	SU/
1	25	C		4	καὶ	και	και	καί	kai/				KAI\	KAI/
1	25	A3	APM	9987	πάντας	παντας	παντας	πᾶς	pa=j				PA/NTAS	PA=S
1	25	A1B	APM	9987	ὑπερηφάνους	ὑπερηφανους	υπερηφανους	ὑπερήφανος	u(perh/fanoj				U(PERHFA/NOUS	U(PERH/FANOS
1	25	VF	FAI1S	600193	ταπεινώσω	ταπεινωσω	ταπεινωσω	ταπεινόω	tapeino/w			.	TAPEINW/SW	TAPEINO/W
1	26	C		4	καὶ	και	και	καί	kai/				KAI\	KAI/
1	26	VF	FAI1S	600193	ἐπιστήσω	ἐπιστησω	επιστησω	ἐφίστημι	e)fi/sthmi				E)PISTH/SW	I(/STHMI         E)PI
1	26	RA	APM	10	τοὺς	τους	τους	ὁ	o(				TOU\S	O(
1	26	N1M	APM	9986	κριτάς	κριτας	κριτας	κριτής	krith/j				KRITA/S	KRITH/S
1	26	RP	GS	13	σου	σου	σου	σοῦ	sou=				SOU	SU/
1	26	D		9	ὡς	ὡς	ως	ὥς	w(/j				W(S	W(S
1	26	RA	ASN	10	τὸ	το	το	ὁ	o(				TO\	O(
1	26	A1	NSM	9347	πρότερον	προτερον	προτερον	πρότερον	pro/teron				PRO/TERON	PRO/TEROS
1	26	C		4	καὶ	και	και	καί	kai/				KAI\	KAI/
1	26	RA	APM	10	τοὺς	τους	τους	ὁ	o(				TOU\S	O(
1	26	N2	APM	9986	συμβούλους	συμβουλους	συμβουλους	σύμβουλος	su/mbouloj				SUMBOU/LOUS	SU/MBOULOS
1	26	RP	GS	13	σου	σου	σου	σοῦ	sou=				SOU	SU/
1	26	D		9	ὡς	ὡς	ως	ὥς	w(/j				W(S	W(S
1	26	RA	ASN	10	τὸ	το	το	ὁ	o(				TO\	O(
1	26	P		8	ἀπ	ἀπ	απ	ἀπό	a)po/				A)P'	A)PO/
1	26	N1	GSF	13634	ἀρχῆς	ἀρχης	αρχης	ἀρχή	a)rxh/			·	A)RXH=S	A)RXH/
1	26	C		4	καὶ	και	και	καί	kai/				KAI\	KAI/
1	26	P		8	μετὰ	μετα	μετα	μετά	meta/				META\	META/
1	26	RD	APN	11	ταῦτα	ταυτα	ταυτα	οὗτος	ou(=toj				TAU=TA	OU(=TOS
1	26	VC	FPI2S	641153	κληθήσῃ	κληθηση	κληθηση	καλέω	kale/w				KLHQH/SH|	KALE/W
1	26	N3I	NSF	13442	Πόλις	πολις	πολις	πόλις	po/lij				PO/LIS	PO/LIS
1	26	N1	GSF	13634	δικαιοσύνης	δικαιοσυνης	δικαιοσυνης	δικαιοσύνη	dikaiosu/nh			,	DIKAIOSU/NHS	DIKAIOSU/NH
