1	1	N3M	NSN	17538	Λῆμμα	λημμα	λημμα	λῆμμα	lh=mma				LH=MMA	LH=MMA
3	6	N	GSM	9538	Ιακωβ	ιακωβ	ιακωβ	Ἰακώβ	I)akw/b			,	*IAKWB	*I)AKW/B
3	6	D		9	οὐκ	οὐκ	ουκ	οὐ	ou)				OU)K	OU)
3	6	V1	PMI2P	898177	ἀπέχεσθε	ἀπεχεσθε	απεχεσθε	ἀπέχομαι	a)pe/xomai				A)PE/XESQE	E)/XW            A)PO
3	7	P		8	ἀπὸ	ἀπο	απο	ἀπό	a)po/				A)PO\	A)PO/
3	7	RA	GPF	10	τῶν	των	των	ὁ	o(				TW=N	O(
3	7	N1A	GPF	14146	ἀδικιῶν	ἀδικιων	αδικιων	ἀδικία	a)diki/a				A)DIKIW=N	A)DIKI/A
3	7	RA	GPM	10	τῶν	των	των	ὁ	o(				TW=N	O(
3	7	N3	GPM	10050	πατέρων	πατερων	πατερων	πατήρ	path/r				PATE/RWN	PATH/R
3	7	RP	GP	13	ὑμῶν	ὑμων	υμων	ὑμῶν	u(mw=n			,	U(MW=N	SU/
3	7	VAI	AAI2P	895617	ἐξεκλίνατε	ἐξεκλινατε	εξεκλινατε	ἐκκλίνω	e)kkli/nw				E)CEKLI/NATE	KLI/NW           E)K
3	7	A1	APN	18179	νόμιμά	νομιμα	νομιμα	νόμιμος	no/mimoj				NO/MIMA/	NO/MIMOS
3	7	RP	GS	13	μου	μου	μου	μου	mou				MOU	E)GW/
3	7	C		4	καὶ	και	και	καί	kai/				KAI\	KAI/
3	7	D		9	οὐκ	οὐκ	ουκ	οὐ	ou)				OU)K	OU)
3	7	VAI	AMI2P	899713	ἐφυλάξασθε	ἐφυλαξασθε	εφυλαξασθε	φυλάσσω	fula/ssw			.	E)FULA/CASQE	FULA/SSW
3	7	VA	AAD2P	895681	ἐπιστρέψατε	ἐπιστρεψατε	επιστρεψατε	ἐπιστρέφω	e)pistre/fw				E)PISTRE/YATE	STRE/FW          E)PI
3	7	P		8	πρός	προς	προς	πρός	pro/j				PRO/S	PRO/S
3	7	RP	AS	13	με	με	με	μέ	me/			,	ME	E)GW/
3	7	C		4	καὶ	και	και	καί	kai/				KAI\	KAI/
3	7	VD	FPI1S	608385	ἐπιστραφήσομαι	ἐπιστραφησομαι	επιστραφησομαι	ἐπιστρέφω	e)pistre/fw				E)PISTRAFH/SOMAI	STRE/FW          E)PI
3	7	P		8	πρὸς	προς	προς	πρός	pro/j				PRO\S	PRO/S
3	7	RP	AP	13	ὑμᾶς	ὑμας	υμας	ὑμᾶς	u(ma=j			,	U(MA=S	SU/
3	7	V1	PAI3S	631937	λέγει	λεγει	λεγει	λέγω	le/gw				LE/GEI	LE/GW
3	7	N2	NSM	9346	κύριος	κυριος	κυριος	κύριος	ku/rioj				KU/RIOS	KU/RIOS
3	7	N3R	NSM	9346	παντοκράτωρ	παντοκρατωρ	παντοκρατωρ	παντοκράτωρ	pantokra/twr			.	PANTOKRA/TWR	PANTOKRA/TWR
3	7	C		4	καὶ	και	και	καί	kai/				KAI\	KAI/
3	7	VAI	AAI2P	895617	εἴπατε	εἰπατε	ειπατε	ἔπω	e)/pw				EI)/PATE	EI)=PON
3	7	P		8	Ἐν	ἐν	εν	ἐν	e)n				E)N	E)N
3	7	RI	DSN	12	τίνι	τινι	τινι	τίς	ti/j				TI/NI	TI/S
3	7	VA	AAS1P	862977	ἐπιστρέψωμεν	ἐπιστρεψωμεν	επιστρεψωμεν	ἐπιστρέφω	e)pistre/fw			;	E)PISTRE/YWMEN	STRE/FW          E)PI
3	8	C		4	εἰ	εἰ	ει	εἰ	ei)				EI)	EI)
3	8	VF2	FAI3S	632961	πτερνιεῖ	πτερνιει	πτερνιει	πτερνίζω	pterni/zw				PTERNIEI=	PTERNI/ZW
3	8	N2	NSM	9346	ἄνθρωπος	ἀνθρωπος	ανθρωπος	ἄνθρωπος	a)/nqrwpoj				A)/NQRWPOS	A)/NQRWPOS
3	8	N2	ASM	9474	θεόν	θεον	θεον	θεός	qeo/j			;	QEO/N	QEO/S
3	8	C		4	διότι	διοτι	διοτι	διότι	dio/ti				DIO/TI	DIO/TI
3	8	RP	NP	13	ὑμεῖς	ὑμεις	υμεις	ὑμεῖς	u(mei=j				U(MEI=S	SU/
3	8	V1	PAI2P	894081	πτερνίζετέ	πτερνιζετε	πτερνιζετε	πτερνίζω	pterni/zw				PTERNI/ZETE/	PTERNI/ZW
3	8	RP	AS	13	με	με	με	μέ	me/			.	ME	E)GW/
3	8	C		4	καὶ	και	και	καί	kai/				KAI\	KAI/
3	8	VF2	FAI2P	895105	ἐρεῖτε	ἐρειτε	ερειτε	ἐρέω	e)re/w				E)REI=TE	EI)=PON
3	8	P		8	Ἐν	ἐν	εν	ἐν	e)n				E)N	E)N
3	8	RI	DSN	12	τίνι	τινι	τινι	τίς	ti/j				TI/NI	TI/S
3	8	VXI	XAI1P	863361	ἐπτερνίκαμέν	ἐπτερνικαμεν	επτερνικαμεν	πτερνίζω	pterni/zw				E)PTERNI/KAME/N	PTERNI/ZW
3	8	RP	AS	13	σε	σε	σε	σέ	se/			;	SE	SU/
3	8	C		4	ὅτι	ὁτι	οτι	ὅτι	o(/ti				O(/TI	O(/TI
3	8	RA	APN	10	τὰ	τα	τα	ὁ	o(				TA\	O(
3	8	A1	APN	18179	ἐπιδέκατα	ἐπιδεκατα	επιδεκατα	ἐπιδέκατος	e)pide/katoj				E)PIDE/KATA	E)PIDE/KATOS
3	8	C		4	καὶ	και	και	καί	kai/				KAI\	KAI/
3	8	RA	NPF	10	αἱ	αἱ	αι	ὁ	o(				AI(	O(
3	8	N1	NPF	13954	ἀπαρχαὶ	ἀπαρχαι	απαρχαι	ἀπαρχή	a)parxh/				A)PARXAI\	A)PARXH/
3	8	P		8	μεθ	μεθ	μεθ	μετά	meta/				MEQ'	META/
3	8	RP	GP	13	ὑμῶν	ὑμων	υμων	ὑμῶν	u(mw=n				U(MW=N	SU/
3	8	V9	PAI3P	894081	εἰσιν	εἰσιν	εισιν	εἰμί	ei)mi/			·	EI)SIN	EI)MI/
3	9	C		4	καὶ	και	και	καί	kai/				KAI\	KAI/
3	9	V1	PAPNPM	5055937	ἀποβλέποντες	ἀποβλεποντες	αποβλεποντες	ἀποβλέπω	a)poble/pw				A)POBLE/PONTES	BLE/PW           A)PO
3	9	RP	NP	13	ὑμεῖς	ὑμεις	υμεις	ὑμεῖς	u(mei=j				U(MEI=S	SU/
3	9	V1	PAI2P	894081	ἀποβλέπετε	ἀποβλεπετε	αποβλεπετε	ἀποβλέπω	a)poble/pw			,	A)POBLE/PETE	BLE/PW           A)PO
3	9	C		4	καὶ	και	και	καί	kai/				KAI\	KAI/
3	9	RP	AS	13	ἐμὲ	ἐμε	εμε	ἐμέ	e)me/				E)ME\	E)GW/
3	9	RP	NP	13	ὑμεῖς	ὑμεις	υμεις	ὑμεῖς	u(mei=j				U(MEI=S	SU/
3	9	V1	PAI2P	894081	πτερνίζετε	πτερνιζετε	πτερνιζετε	πτερνίζω	pterni/zw			·	PTERNI/ZETE	PTERNI/ZW
3	9	RA	ASN	10	τὸ	το	το	ὁ	o(				TO\	O(
3	9	N3E	ASN	17666	ἔθνος	ἐθνος	εθνος	ἔθνος	e)/qnoj				E)/QNOS	E)/QNOS
3	9	VSI	API3S	641665	συνετελέσθη	συνετελεσθη	συνετελεσθη	συντελέω	suntele/w			.	SUNETELE/SQH	TELE/W           SUN
3	10	C		4	καὶ	και	και	καί	kai/				KAI\	KAI/
3	10	VAI	AAI2P	895617	εἰσηνέγκατε	εἰσηνεγκατε	εισηνεγκατε	εἰσφέρω	ei)sfe/rw				EI)SHNE/GKATE	FE/RW            EI)S
3	10	A3	APN	18179	πάντα	παντα	παντα	πᾶς	pa=j				PA/NTA	PA=S
3	10	RA	APN	10	τὰ	τα	τα	ὁ	o(				TA\	O(
3	10	N2N	APN	18178	ἐκφόρια	ἐκφορια	εκφορια	ἐκφόριον	e)kfo/rion				E)KFO/RIA	E)KFO/RION
3	10	P		8	εἰς	εἰς	εις	εἰς	ei)j				EI)S	EI)S
3	10	RA	APM	10	τοὺς	τους	τους	ὁ	o(				TOU\S	O(
3	10	N2	APM	9986	θησαυρούς	θησαυρους	θησαυρους	θησαυρός	qhsauro/j			,	QHSAUROU/S	QHSAURO/S
3	10	C		4	καὶ	και	και	καί	kai/				KAI\	KAI/
3	10	P		8	ἐν	ἐν	εν	ἐν	e)n				E)N	E)N
3	10	RA	DSM	10	τῷ	τω	τω	ὁ	o(				TW=|	O(
3	10	N2	DSM	9602	οἴκῳ	οἰκω	οικω	οἶκος	oi)=koj				OI)/KW|	OI)=KOS
3	10	RD	GSM	11	αὐτοῦ	αὐτου	αυτου	αὐτός	au)to/j				AU)TOU=	AU)TO/S
3	10	V9	FMI3S	637057	ἔσται	ἐσται	εσται	εἰμί	ei)mi/				E)/STAI	EI)MI/
3	10	RA	NSF	10	ἡ	ἡ	η	ὁ	o(				H(	O(
3	10	N1	NSF	13442	διαρπαγὴ	διαρπαγη	διαρπαγη	διαρπαγή	diarpagh/				DIARPAGH\	DIARPAGH/
3	10	RD	GSM	11	αὐτοῦ	αὐτου	αυτου	αὐτός	au)to/j			.	AU)TOU=	AU)TO/S
3	10	VA	AMD2P	899777	ἐπισκέψασθε	ἐπισκεψασθε	επισκεψασθε	ἐπισκέπτομαι	e)piske/ptomai				E)PISKE/YASQE	SKE/PTW          E)PI
3	10	X		5	δὴ	δη	δη	δή	dh/				DH\	DH/
3	10	P		8	ἐν	ἐν	εν	ἐν	e)n				E)N	E)N
3	10	RD	DSN	11	τούτῳ	τουτω	τουτω	οὗτος	ou(=toj			,	TOU/TW|	OU(=TOS
3	10	V1	PAI3S	631937	λέγει	λεγει	λεγει	λέγω	le/gw				LE/GEI	LE/GW
3	10	N2	NSM	9346	κύριος	κυριος	κυριος	κύριος	ku/rioj				KU/RIOS	KU/RIOS
3	10	N3R	NSM	9346	παντοκράτωρ	παντοκρατωρ	παντοκρατωρ	παντοκράτωρ	pantokra/twr			,	PANTOKRA/TWR	PANTOKRA/TWR
3	10	C		4	ἐὰν	ἐαν	εαν	ἐάν	e)a/n				E)A\N	E)A/N
3	10	D		9	μὴ	μη	μη	μή	mh/				MH\	MH/
3	10	VA	AAS1S	600833	ἀνοίξω	ἀνοιξω	ανοιξω	ἀνοίγω	a)noi/gw				A)NOI/CW	OI)/GW           A)NA
3	10	RP	DP	13	ὑμῖν	ὑμιν	υμιν	ὑμῖν	u(mi=n				U(MI=N	SU/
3	10	RA	APM	10	τοὺς	τους	τους	ὁ	o(				TOU\S	O(
3	10	N1M	APM	9986	καταρράκτας	καταρρακτας	καταρρακτας	καταρράκτης	katarra/kthj				KATARRA/KTAS	KATARRA/KTHS
3	10	RA	GSM	10	τοῦ	του	του	ὁ	o(				TOU=	O(
3	10	N2	GSM	9538	οὐρανοῦ	οὐρανου	ουρανου	οὐρανός	ou)rano/j				OU)RANOU=	OU)RANO/S
3	10	C		4	καὶ	και	και	καί	kai/				KAI\	KAI/
3	10	VF2	FAI1S	600193	ἐκχεῶ	ἐκχεω	εκχεω	ἐκχέω	e)kxe/w				E)KXEW=	XE/W             E)K
3	10	RP	DP	13	ὑμῖν	ὑμιν	υμιν	ὑμῖν	u(mi=n				U(MI=N	SU/
3	10	RA	ASF	10	τὴν	την	την	ὁ	o(				TH\N	O(
3	10	N1A	ASF	13570	εὐλογίαν	εὐλογιαν	ευλογιαν	εὐλογία	eu)logi/a				EU)LOGI/AN	EU)LOGI/A
3	10	RP	GS	13	μου	μου	μου	μου	mou				MOU	E)GW/
3	10	P		8	ἕως	ἑως	εως	ἕως	e(/wj				E(/WS	E(/WS
3	10	RA	GSN	10	τοῦ	του	του	ὁ	o(				TOU=	O(
3	10	VC	APN	314241	ἱκανωθῆναι	ἱκανωθηναι	ικανωθηναι	ἱκανόω	i(kano/w			·	I(KANWQH=NAI	I(KANO/W
3	11	C		4	καὶ	και	και	καί	kai/				KAI\	KAI/
3	11	VF2	FAI1S	600193	διαστελῶ	διαστελω	διαστελω	διαστέλλω	diaste/llw				DIASTELW=	STE/LLW          DIA
3	11	RP	DP	13	ὑμῖν	ὑμιν	υμιν	ὑμῖν	u(mi=n				U(MI=N	SU/
3	11	P		8	εἰς	εἰς	εις	εἰς	ei)j				EI)S	EI)S
3	11	N3I	ASF	13570	βρῶσιν	βρωσιν	βρωσιν	βρῶσις	brw=sij				BRW=SIN	BRW=SIS
3	11	C		4	καὶ	και	και	καί	kai/				KAI\	KAI/
3	11	D		9	οὐ	οὐ	ου	οὐ	ou)				OU)	OU)
3	11	D		9	μὴ	μη	μη	μή	mh/				MH\	MH/
3	11	V1	PAI1S	599169	διαφθείρω	διαφθειρω	διαφθειρω	διαφθείρω	diafqei/rw				DIAFQEI/RW	FQEI/RW          DIA
3	11	RP	GP	13	ὑμῶν	ὑμων	υμων	ὑμῶν	u(mw=n				U(MW=N	SU/
3	11	RA	ASM	10	τὸν	τον	τον	ὁ	o(				TO\N	O(
3	11	N2	ASM	9474	καρπὸν	καρπον	καρπον	καρπός	karpo/j				KARPO\N	KARPO/S
3	11	RA	GSF	10	τῆς	της	της	ὁ	o(				TH=S	O(
3	11	N1	GSF	13634	γῆς	γης	γης	γῆ	gh=			,	GH=S	GH=
3	11	C		4	καὶ	και	και	καί	kai/				KAI\	KAI/
3	11	D		9	οὐ	οὐ	ου	οὐ	ou)				OU)	OU)
3	11	D		9	μὴ	μη	μη	μή	mh/				MH\	MH/
3	11	VA	AAS3S	633601	ἀσθενήσῃ	ἀσθενηση	ασθενηση	ἀσθενέω	a)sqene/w				A)SQENH/SH|	A)SQENE/W
3	11	RP	GP	13	ὑμῶν	ὑμων	υμων	ὑμῶν	u(mw=n				U(MW=N	SU/
3	11	RA	NSF	10	ἡ	ἡ	η	ὁ	o(				H(	O(
3	11	N2	NSF	13442	ἄμπελος	ἀμπελος	αμπελος	ἄμπελος	a)/mpeloj				A)/MPELOS	A)/MPELOS
3	11	RA	NSF	10	ἡ	ἡ	η	ὁ	o(				H(	O(
3	11	P		8	ἐν	ἐν	εν	ἐν	e)n				E)N	E)N
3	11	RA	DSM	10	τῷ	τω	τω	ὁ	o(				TW=|	O(
3	11	N2	DSM	9602	ἀγρῷ	ἀγρω	αγρω	ἀγρός	a)gro/j			,	A)GRW=|	A)GRO/S
3	11	V1	PAI3S	631937	λέγει	λεγει	λεγει	λέγω	le/gw				LE/GEI	LE/GW
3	11	N2	NSM	9346	κύριος	κυριος	κυριος	κύριος	ku/rioj				KU/RIOS	KU/RIOS
3	11	N3R	NSM	9346	παντοκράτωρ	παντοκρατωρ	παντοκρατωρ	παντοκράτωρ	pantokra/twr			.	PANTOKRA/TWR	PANTOKRA/TWR
3	12	C		4	καὶ	και	και	καί	kai/				KAI\	KAI/
3	12	VF2	FAI3P	895105	μακαριοῦσιν	μακαριουσιν	μακαριουσιν	μακαρίζω	makari/zw				MAKARIOU=SIN	MAKARI/ZW
3	12	RP	AP	13	ὑμᾶς	ὑμας	υμας	ὑμᾶς	u(ma=j				U(MA=S	SU/
3	12	A3	APN	18179	πάντα	παντα	παντα	πᾶς	pa=j				PA/NTA	PA=S
3	12	RA	APN	10	τὰ	τα	τα	ὁ	o(				TA\	O(
3	12	N3E	APN	18178	ἔθνη	ἐθνη	εθνη	ἔθνος	e)/qnoj			,	E)/QNH	E)/QNOS
3	12	C		4	διότι	διοτι	διοτι	διότι	dio/ti				DIO/TI	DIO/TI
3	12	VF	FMI2P	899201	ἔσεσθε	ἐσεσθε	εσεσθε	εἰμί	ei)mi/				E)/SESQE	EI)MI/
3	12	RP	NP	13	ὑμεῖς	ὑμεις	υμεις	ὑμεῖς	u(mei=j				U(MEI=S	SU/
3	12	N1	NSF	13442	γῆ	γη	γη	γῆ	gh=				GH=	GH=
3	12	A1	NSF	13443	θελητή	θελητη	θελητη	θελητός	qelhto/j			,	QELHTH/	QELHTO/S
3	12	V1	PAI3S	631937	λέγει	λεγει	λεγει	λέγω	le/gw				LE/GEI	LE/GW
3	12	N2	NSM	9346	κύριος	κυριος	κυριος	κύριος	ku/rioj				KU/RIOS	KU/RIOS
3	12	N3R	NSM	9346	παντοκράτωρ	παντοκρατωρ	παντοκρατωρ	παντοκράτωρ	pantokra/twr			.	PANTOKRA/TWR	PANTOKRA/TWR
3	13	VAI	AAI2P	895617	Ἐβαρύνατε	ἐβαρυνατε	εβαρυνατε	βαρύνω	baru/nw				E)BARU/NATE	BARU/NW
3	13	P		8	ἐπ	ἐπ	επ	ἐπί	e)pi/				E)P'	E)PI/
3	13	RP	AS	13	ἐμὲ	ἐμε	εμε	ἐμέ	e)me/				E)ME\	E)GW/
3	13	RA	APM	10	τοὺς	τους	τους	ὁ	o(				TOU\S	O(
3	13	N2	APM	9986	λόγους	λογους	λογους	λόγος	lo/goj				LO/GOUS	LO/GOS
3	13	RP	GP	13	ὑμῶν	ὑμων	υμων	ὑμῶν	u(mw=n			,	U(MW=N	SU/
3	13	V1	PAI3S	631937	λέγει	λεγει	λεγει	λέγω	le/gw				LE/GEI	LE/GW
3	13	N2	NSM	9346	κύριος	κυριος	κυριος	κύριος	ku/rioj			,	KU/RIOS	KU/RIOS
3	13	C		4	καὶ	και	και	καί	kai/				KAI\	KAI/
3	13	VAI	AAI2P	895617	εἴπατε	εἰπατε	ειπατε	ἔπω	e)/pw				EI)/PATE	EI)=PON
3	13	P		8	Ἐν	ἐν	εν	ἐν	e)n				E)N	E)N
3	13	RI	DSN	12	τίνι	τινι	τινι	τίς	ti/j				TI/NI	TI/S
3	13	VAI	AAI1P	862849	κατελαλήσαμεν	κατελαλησαμεν	κατελαλησαμεν	καταλαλέω	katalale/w				KATELALH/SAMEN	LALE/W           KATA
3	13	P		8	κατὰ	κατα	κατα	κατά	kata/				KATA\	KATA/
3	13	RP	GS	13	σοῦ	σου	σου	σοῦ	sou=			;	SOU=	SU/
3	14	VAI	AAI2P	895617	εἴπατε	εἰπατε	ειπατε	ἔπω	e)/pw				EI)/PATE	EI)=PON
3	14	A1A	NSM	9347	Μάταιος	ματαιος	ματαιος	μάταιος	ma/taioj				MA/TAIOS	MA/TAIOS
3	14	RA	NSM	10	ὁ	ὁ	ο	ὁ	o(				O(	O(
3	14	V1	PAPNSM	4793793	δουλεύων	δουλευων	δουλευων	δουλεύω	douleu/w				DOULEU/WN	DOULEU/W
3	14	N2	DSM	9602	θεῷ	θεω	θεω	θεός	qeo/j			,	QEW=|	QEO/S
3	14	C		4	καὶ	και	και	καί	kai/				KAI\	KAI/
3	14	RI	ASN	12	τί	τι	τι	τίς	ti/j				TI/	TI/S
3	14	A3C	ASN	17667	πλέον	πλεον	πλεον	πλείων	plei/wn				PLE/ON	POLU/S
3	14	C		4	ὅτι	ὁτι	οτι	ὅτι	o(/ti				O(/TI	O(/TI
3	14	VAI	AAI1P	862849	ἐφυλάξαμεν	ἐφυλαξαμεν	εφυλαξαμεν	φυλάσσω	fula/ssw				E)FULA/CAMEN	FULA/SSW
3	14	RA	APN	10	τὰ	τα	τα	ὁ	o(				TA\	O(
3	14	N3M	APN	18178	φυλάγματα	φυλαγματα	φυλαγματα	φύλαγμα	fu/lagma				FULA/GMATA	FU/LAGMA
3	14	RD	GSM	11	αὐτοῦ	αὐτου	αυτου	αὐτός	au)to/j				AU)TOU=	AU)TO/S
3	14	C		4	καὶ	και	και	καί	kai/				KAI\	KAI/
3	14	C		4	διότι	διοτι	διοτι	διότι	dio/ti				DIO/TI	DIO/TI
3	14	VCI	API1P	871041	ἐπορεύθημεν	ἐπορευθημεν	επορευθημεν	πορεύομαι	poreu/omai				E)POREU/QHMEN	POREU/OMAI
3	14	N1M	NPM	9858	ἱκέται	ἱκεται	ικεται	ἱκέτης	i(ke/thj				I(KE/TAI	I(KE/THS
3	14	P		8	πρὸ	προ	προ	πρό	pro/				PRO\	PRO/
3	14	N2N	GSN	17730	προσώπου	προσωπου	προσωπου	πρόσωπον	pro/swpon				PROSW/POU	PRO/SWPON
3	14	N2	GSM	9538	κυρίου	κυριου	κυριου	κύριος	ku/rioj				KURI/OU	KU/RIOS
3	14	N3R	GSM	9538	παντοκράτορος	παντοκρατορος	παντοκρατορος	παντοκράτωρ	pantokra/twr			;	PANTOKRA/TOROS	PANTOKRA/TWR
3	15	C		4	καὶ	και	και	καί	kai/				KAI\	KAI/
3	15	D		9	νῦν	νυν	νυν	νῦν	nu=n				NU=N	NU=N
3	15	RP	NP	13	ἡμεῖς	ἡμεις	ημεις	ἡμεῖς	h(mei=j				H(MEI=S	E)GW/
3	15	V1	PAI1P	861313	μακαρίζομεν	μακαριζομεν	μακαριζομεν	μακαρίζω	makari/zw				MAKARI/ZOMEN	MAKARI/ZW
3	15	A1A	APM	9987	ἀλλοτρίους	ἀλλοτριους	αλλοτριους	ἀλλότριος	a)llo/trioj			,	A)LLOTRI/OUS	A)LLO/TRIOS
3	15	C		4	καὶ	και	και	καί	kai/				KAI\	KAI/
3	15	V2	PMI3P	898177	ἀνοικοδομοῦνται	ἀνοικοδομουνται	ανοικοδομουνται	ἀνοικοδομέω	a)noikodome/w				A)NOIKODOMOU=NTAI	OI)KODOME/W      A)NA
3	15	A3	NPM	9859	πάντες	παντες	παντες	πᾶς	pa=j				PA/NTES	PA=S
3	15	V2	PAPNPM	5055937	ποιοῦντες	ποιουντες	ποιουντες	ποιέω	poie/w				POIOU=NTES	POIE/W
3	15	A1B	APN	18179	ἄνομα	ἀνομα	ανομα	ἄνομος	a)/nomoj				A)/NOMA	A)/NOMOS
3	15	C		4	καὶ	και	και	καί	kai/				KAI\	KAI/
3	15	VHI	AAI3P	895617	ἀντέστησαν	ἀντεστησαν	αντεστησαν	ἀνθίστημι	a)nqi/sthmi				A)NTE/STHSAN	I(/STHMI         A)NTI
3	15	N2	DSM	9602	θεῷ	θεω	θεω	θεός	qeo/j				QEW=|	QEO/S
3	15	C		4	καὶ	και	και	καί	kai/				KAI\	KAI/
3	15	VCI	API3P	903809	ἐσώθησαν	ἐσωθησαν	εσωθησαν	σώζω	sw/zw			.	E)SW/QHSAN	SW/ZW
3	16	RD	APN	11	Ταῦτα	ταυτα	ταυτα	οὗτος	ou(=toj				TAU=TA	OU(=TOS
3	16	VAI	AAI3P	895617	κατελάλησαν	κατελαλησαν	κατελαλησαν	καταλαλέω	katalale/w				KATELA/LHSAN	LALE/W           KATA
3	16	RA	NPM	10	οἱ	οἱ	οι	ὁ	o(				OI(	O(
3	16	V2	PMPNPM	5060033	φοβούμενοι	φοβουμενοι	φοβουμενοι	φοβέω	fobe/w				FOBOU/MENOI	FOBE/W
3	16	RA	ASM	10	τὸν	τον	τον	ὁ	o(				TO\N	O(
3	16	N2	ASM	9474	κύριον	κυριον	κυριον	κύριος	ku/rioj			,	KU/RION	KU/RIOS
3	16	A1	NSM	9347	ἕκαστος	ἑκαστος	εκαστος	ἕκαστος	e(/kastoj				E(/KASTOS	E(/KASTOS
3	16	P		8	πρὸς	προς	προς	πρός	pro/j				PRO\S	PRO/S
3	16	RA	ASM	10	τὸν	τον	τον	ὁ	o(				TO\N	O(
3	16	D		9	πλησίον	πλησιον	πλησιον	πλησίον	plhsi/on				PLHSI/ON	PLHSI/ON
3	16	RD	GSM	11	αὐτοῦ	αὐτου	αυτου	αὐτός	au)to/j			·	AU)TOU=	AU)TO/S
3	16	C		4	καὶ	και	και	καί	kai/				KAI\	KAI/
3	16	VBI	AAI3S	633473	προσέσχεν	προσεσχεν	προσεσχεν	προσέχω	prose/xw				PROSE/SXEN	E)/XW            PROS
3	16	N2	NSM	9346	κύριος	κυριος	κυριος	κύριος	ku/rioj				KU/RIOS	KU/RIOS
3	16	C		4	καὶ	και	και	καί	kai/				KAI\	KAI/
3	16	VAI	AAI3S	633473	εἰσήκουσεν	εἰσηκουσεν	εισηκουσεν	εἰσακούω	ei)sakou/w				EI)SH/KOUSEN	A)KOU/W          EI)S
3	16	C		4	καὶ	και	και	καί	kai/				KAI\	KAI/
3	16	VAI	AAI3S	633473	ἔγραψεν	ἐγραψεν	εγραψεν	γράφω	gra/fw				E)/GRAYEN	GRA/FW
3	16	N2N	ASN	17666	βιβλίον	βιβλιον	βιβλιον	βιβλίον	bibli/on				BIBLI/ON	BIBLI/ON
3	16	N2N	GSN	17730	μνημοσύνου	μνημοσυνου	μνημοσυνου	μνημόσυνον	mnhmo/sunon				MNHMOSU/NOU	MNHMO/SUNON
3	16	P		8	ἐνώπιον	ἐνωπιον	ενωπιον	ἐνώπιος	e)nw/pioj				E)NW/PION	E)NW/PION
3	16	RD	GSM	11	αὐτοῦ	αὐτου	αυτου	αὐτός	au)to/j				AU)TOU=	AU)TO/S
3	16	RA	DPM	10	τοῖς	τοις	τοις	ὁ	o(				TOI=S	O(
3	16	V2	PMPDPM	5191105	φοβουμένοις	φοβουμενοις	φοβουμενοις	φοβέω	fobe/w				FOBOUME/NOIS	FOBE/W
3	16	RA	ASM	10	τὸν	τον	τον	ὁ	o(				TO\N	O(
3	16	N2	ASM	9474	κύριον	κυριον	κυριον	κύριος	ku/rioj				KU/RION	KU/RIOS
3	16	C		4	καὶ	και	και	καί	kai/				KAI\	KAI/
3	16	V2	PMPDPM	5191105	εὐλαβουμένοις	εὐλαβουμενοις	ευλαβουμενοις	εὐλαβέομαι	eu)labe/omai				EU)LABOUME/NOIS	EU)LABE/OMAI
3	16	RA	ASN	10	τὸ	το	το	ὁ	o(				TO\	O(
3	16	N3M	ASN	17666	ὄνομα	ὀνομα	ονομα	ὄνομα	o)/noma				O)/NOMA	O)/NOMA
3	16	RD	GSM	11	αὐτοῦ	αὐτου	αυτου	αὐτός	au)to/j			.	AU)TOU=	AU)TO/S
3	17	C		4	καὶ	και	και	καί	kai/				KAI\	KAI/
3	17	VF	FMI3P	899201	ἔσονταί	ἐσονται	εσονται	εἰμί	ei)mi/				E)/SONTAI/	EI)MI/
3	17	RP	DS	13	μοι	μοι	μοι	μοι	moi			,	MOI	E)GW/
3	17	V1	PAI3S	631937	λέγει	λεγει	λεγει	λέγω	le/gw				LE/GEI	LE/GW
3	17	N2	NSM	9346	κύριος	κυριος	κυριος	κύριος	ku/rioj				KU/RIOS	KU/RIOS
3	17	N3R	NSM	9346	παντοκράτωρ	παντοκρατωρ	παντοκρατωρ	παντοκράτωρ	pantokra/twr			,	PANTOKRA/TWR	PANTOKRA/TWR
3	17	P		8	εἰς	εἰς	εις	εἰς	ei)j				EI)S	EI)S
3	17	N1A	ASF	13570	ἡμέραν	ἡμεραν	ημεραν	ἡμέρα	h(me/ra			,	H(ME/RAN	H(ME/RA
3	17	RR	ASF	14	ἣν	ἡν	ην	ὅς	o(/j				H(\N	O(/S
3	17	RP	NS	13	ἐγὼ	ἐγω	εγω	ἐγώ	e)gw/				E)GW\	E)GW/
3	17	V2	PAI1S	599169	ποιῶ	ποιω	ποιω	ποιέω	poie/w				POIW=	POIE/W
3	17	P		8	εἰς	εἰς	εις	εἰς	ei)j				EI)S	EI)S
3	17	N3I	ASF	13570	περιποίησιν	περιποιησιν	περιποιησιν	περιποίησις	peripoi/hsij			,	PERIPOI/HSIN	PERIPOI/HSIS
3	17	C		4	καὶ	και	και	καί	kai/				KAI\	KAI/
3	17	VF2	FAI1S	600193	αἱρετιῶ	αἱρετιω	αιρετιω	αἱρετίζω	ai(reti/zw				AI(RETIW=	AI(RETI/ZW
3	17	RD	APM	11	αὐτοὺς	αὐτους	αυτους	αὐτός	au)to/j				AU)TOU\S	AU)TO/S
3	17	RR	ASM	14	ὃν	ὁν	ον	ὅς	o(/j				O(\N	O(/S
3	17	N2	ASM	9474	τρόπον	τροπον	τροπον	τρόπος	tro/poj				TRO/PON	TRO/POS
